Volcano Name,Area of Activity,VEI,Start Year,Start Month,Start Day,Evidence Method (dating),End Year,End Month,End Day,Latitude,Longitude
"Telong, Bur ni",,2,1856,4,14,Historical Observations,,,,4.769,96.821
Awu,,3,1856,3,2,Historical Observations,1856,3,17,3.689,125.447
Lamongan,,2,1856,3,1,Historical Observations,1856,6,14,-7.981,113.341
Banda Api,,,1855,12,29,,1855,12,30,-4.523,129.881
Marapi,,2,1855,10,2,Historical Observations,1856,1,0,-0.38,100.474
Merapi,,,1854,9,0,,,,,-7.54,110.446
Marapi,,2,1854,8,29,Historical Observations,,,,-0.38,100.474
Makian,,1,1854,6,18,,1854,6,18,0.32,127.4
Batur,Batur I,1,1854,4,28,Historical Observations,,,,-8.242,115.375
Kaba,,2,1853,11,0,Historical Observations,,,,-3.522,102.615
Gede-Pangrango,,3,1853,3,14,Historical Observations,1853,3,14,-6.77,106.965
Dempo,,2,1853,1,1,Historical Observations,,,,-4.016,103.121
Lewotolok,K2 crater,2,1852,10,5,Historical Observations,1852,10,6,-8.274,123.508
Gede-Pangrango,,2,1852,5,28,Historical Observations,1852,5,28,-6.77,106.965
Sirung,,2,1852,0,0,,,,,-8.508,124.13
Kelut,,2,1851,1,24,Historical Observations,,,,-7.93,112.308
Semeru,,2,1851,1,0,Historical Observations,,,,-8.108,112.922
Raung,,,1849,12,1,Historical Observations,,,,-8.119,114.056
Slamet,,2,1849,12,1,Historical Observations,,,,-7.242,109.208
Gamalama,,2,1849,11,27,Historical Observations,1850,11,19,0.8,127.33
Lewotolok,,2,1849,10,6,Historical Observations,,,,-8.274,123.508
Merapi,,3,1849,9,14,Historical Observations,1849,9,24,-7.54,110.446
Lamongan,Summit and north flank,2,1849,6,0,Historical Observations,1849,9,0,-7.981,113.341
Merapi,,2,1849,4,26,Historical Observations,1849,4,26,-7.54,110.446
Semeru,,,1849,0,0,,,,,-8.108,112.922
Kelut,,,1849,0,0,,,,,-7.93,112.308
Batur,,2,1849,0,0,Historical Observations,,,,-8.242,115.375
Guntur,,,1849,0,0,,,,,-7.143,107.84
Semeru,,2,1848,8,4,Historical Observations,,,,-8.108,112.922
Kelut,,3,1848,5,16,Historical Observations,1848,5,17,-7.93,112.308
Gede-Pangrango,,2,1848,5,8,Historical Observations,,,,-6.77,106.965
Semeru,,2,1848,2,0,Historical Observations,,,,-8.108,112.922
Merapi,,,1848,1,8,,,,,-7.54,110.446
Dieng Volcanic Complex,Pakuwaja,2,1847,12,4,Historical Observations,,,,-7.2,109.879
Gede-Pangrango,,2,1847,10,17,Historical Observations,1847,10,18,-6.77,106.965
Guntur,,2,1847,10,16,Historical Observations,1847,10,28,-7.143,107.84
Lamongan,,2,1847,9,25,Historical Observations,,,,-7.981,113.341
Gamalama,,,1847,9,7,Historical Observations,1847,9,7,0.8,127.33
Lamongan,,2,1847,3,26,Historical Observations,1847,6,26,-7.981,113.341
Slamet,,2,1847,3,20,Historical Observations,,,,-7.242,109.208
Gamalama,,2,1847,2,7,Historical Observations,1847,2,7,0.8,127.33
"Tara, Batu",,2,1847,0,0,Historical Observations,1852,8,31,-7.791,123.585
Batur,,,1847,0,0,,,,,-8.242,115.375
Rinjani,Gunung Barujari,2,1846,9,10,Historical Observations,1846,9,12,-8.42,116.47
Merapi,Summit and upper SE flank (2600 m),3,1846,9,2,Historical Observations,1847,10,0,-7.54,110.446
Serua,,2,1846,9,0,Historical Observations,,,,-6.312,130.017
Tangkuban Parahu,Kawah Ratu B,2,1846,5,27,Historical Observations,,,,-6.77,107.6
Gamalama,,2,1846,5,19,Historical Observations,1846,5,19,0.8,127.33
Merapi,,2,1846,4,6,Historical Observations,,,,-7.54,110.446
Mahawu,,2,1846,0,0,Historical Observations,,,,1.352,124.865
Marapi,,2,1845,11,16,Historical Observations,1845,11,18,-0.38,100.474
Gamalama,,1,1845,4,23,,1845,9,3,0.8,127.33
Talang,NE flank,2,1845,4,22,Historical Observations,,,,-0.979,100.681
Soputan,,2,1845,2,8,Historical Observations,,,,1.112,124.737
Gede-Pangrango,,2,1845,1,23,Historical Observations,1845,3,5,-6.77,106.965
Semeru,,2,1845,1,0,Historical Observations,1845,7,0,-8.108,112.922
Ambang,,,1845,0,0,Historical Observations,,,,0.75,124.42
Serua,,2,1845,0,0,,,,,-6.312,130.017
Tengger Caldera,Bromo,2,1844,11,9,Historical Observations,,,,-7.942,112.95
Semeru,,2,1844,9,25,Historical Observations,1844,9,27,-8.108,112.922
Serua,,2,1844,8,0,Historical Observations,1844,9,0,-6.312,130.017
Iya,,2,1844,5,0,Historical Observations,,,,-8.891,121.641
Gamalama,,1,1844,3,24,,1844,11,14,0.8,127.33
Guntur,,2,1843,11,26,Historical Observations,1843,11,26,-7.143,107.84
Talang,NE flank (some reports list 1842 date),2,1843,10,21,Historical Observations,,,,-0.979,100.681
Lamongan,,2,1843,8,0,Historical Observations,1844,9,0,-7.981,113.341
Gede-Pangrango,,2,1843,7,28,Historical Observations,,,,-6.77,106.965
Gamalama,,2,1843,4,10,Historical Observations,1843,5,27,0.8,127.33
Guntur,,3,1843,1,4,Historical Observations,1843,1,4,-7.143,107.84
Tengger Caldera,Bromo,2,1843,1,0,Historical Observations,,,,-7.942,112.95
Agung,,5,1843,0,0,Historical Observations,,,,-8.343,115.508
Tangkoko-Duasudara,Batu Angus,2,1843,0,0,Historical Observations,1846,0,0,1.518,125.185
Gamalama,,1,1842,10,6,Historical Observations,1842,12,31,0.8,127.33
Tengger Caldera,Bromo,2,1842,1,24,Historical Observations,1842,6,0,-7.942,112.95
Semeru,,2,1842,1,0,Historical Observations,1842,3,0,-8.108,112.922
Tangkuban Parahu,,,1842,0,0,Historical Observations,,,,-6.77,107.6
Kerinci,,2,1842,0,0,Historical Observations,,,,-1.697,101.264
Guntur,,2,1841,11,14,Historical Observations,1841,11,14,-7.143,107.84
Lamongan,,2,1841,7,16,Historical Observations,1842,8,0,-7.981,113.341
Gamalama,,1,1841,3,30,,1841,11,20,0.8,127.33
Gede-Pangrango,,3,1840,11,12,Historical Observations,1840,12,11,-6.77,106.965
Guntur,,2,1840,5,20,Historical Observations,1840,5,24,-7.143,107.84
Gamalama,,3,1840,2,2,Historical Observations,1840,9,29,0.8,127.33
Merapi,,1,1840,1,4,Historical Observations,,,,-7.54,110.446
Ruang,,2,1840,0,0,Historical Observations,,,,2.3,125.37
Gamalama,,2,1839,1,29,Historical Observations,1839,3,26,0.8,127.33
"Telong, Bur ni",,2,1839,1,12,Historical Observations,1839,1,13,4.769,96.821
Seulawah Agam,NNE flank (van Heutsz crater),2,1839,1,12,Historical Observations,1839,1,13,5.448,95.658
Dempo,,2,1839,0,0,Historical Observations,,,,-4.016,103.121
Gede-Pangrango,,,1839,0,0,,,,,-6.77,106.965
Lamongan,,2,1838,10,18,Historical Observations,,,,-7.981,113.341
Lamongan,,2,1838,7,4,Historical Observations,1838,7,6,-7.981,113.341
Semeru,,2,1838,7,0,Historical Observations,1838,10,18,-8.108,112.922
Gamalama,,2,1838,2,26,Historical Observations,1838,5,0,0.8,127.33
Raung,,2,1838,0,0,Historical Observations,,,,-8.119,114.056
Kaba,,,1838,0,0,,,,,-3.522,102.615
Kerinci,,2,1838,0,0,Historical Observations,,,,-1.697,101.264
"Telong, Bur ni",,2,1837,9,25,Historical Observations,,,,4.769,96.821
Merapi,,2,1837,8,10,Historical Observations,1838,6,0,-7.54,110.446
Guntur,,2,1836,10,11,Historical Observations,,,,-7.143,107.84
Semeru,,2,1836,8,3,Historical Observations,1836,8,5,-8.108,112.922
Ruang,,2,1836,4,22,Historical Observations,1836,4,24,2.3,125.37
Banda Api,,,1835,10,0,,,,,-4.523,129.881
Slamet,,2,1835,9,0,Historical Observations,1835,9,0,-7.242,109.208
Banua Wuhu,,2,1835,4,23,Historical Observations,1835,4,26,3.138,125.491
Gamalama,,2,1835,1,4,Historical Observations,,,,0.8,127.33
Kelut,,2,1835,0,0,Historical Observations,,,,-7.93,112.308
Tengger Caldera,Bromo,2,1835,0,0,Historical Observations,,,,-7.942,112.95
Guntur,,2,1834,12,0,Historical Observations,1835,1,0,-7.143,107.84
Kaba,,2,1834,11,0,Historical Observations,,,,-3.522,102.615
Kaba,,2,1833,11,24,Historical Observations,1833,11,25,-3.522,102.615
Talang,NE flank,2,1833,10,0,Historical Observations,,,,-0.979,100.681
Guntur,,2,1833,9,1,Historical Observations,,,,-7.143,107.84
Gamalama,,2,1833,6,15,Historical Observations,,,,0.8,127.33
Soputan,,2,1833,0,0,Historical Observations,,,,1.112,124.737
Marapi,,2,1833,0,0,Historical Observations,1834,0,0,-0.38,100.474
Merapi,,2,1832,12,25,Historical Observations,1836,0,0,-7.54,110.446
Gede-Pangrango,,3,1832,8,29,Historical Observations,1832,8,29,-6.77,106.965
Guntur,,2,1832,8,8,Historical Observations,1832,8,13,-7.143,107.84
Semeru,,2,1832,4,18,Historical Observations,,,,-8.108,112.922
Guntur,,2,1832,1,16,Historical Observations,,,,-7.143,107.84
Gamalama,,2,1831,5,27,Historical Observations,1831,6,27,0.8,127.33
Paluweh,,,1831,0,0,,,,,-8.32,121.708
Semeru,,2,1830,12,15,Historical Observations,1830,12,16,-8.108,112.922
Tengger Caldera,Bromo,2,1830,12,15,Historical Observations,1830,12,16,-7.942,112.95
Tengger Caldera,Bromo,2,1830,3,3,Historical Observations,,,,-7.942,112.95
Lamongan,,2,1830,2,0,Historical Observations,1830,3,0,-7.981,113.341
Ebulobo,,2,1830,0,0,Historical Observations,,,,-8.817,121.191
Gamalama,,,1830,0,0,,,,,0.8,127.33
Tengger Caldera,Bromo,2,1829,11,5,Historical Observations,1829,11,11,-7.942,112.95
Tangkuban Parahu,Kawah Ratu and Kawah Domas,2,1829,4,1,Historical Observations,1829,4,4,-6.77,107.6
Lokon-Empung,Tompaluan,2,1829,3,0,Historical Observations,,,,1.358,124.792
Semeru,,2,1829,2,0,Historical Observations,,,,-8.108,112.922
Lamongan,,2,1829,1,0,Historical Observations,1829,2,0,-7.981,113.341
Guntur,,2,1829,0,0,Historical Observations,,,,-7.143,107.84
Sorikmarapi,,2,1829,0,0,Historical Observations,,,,0.686,99.539
Merapi,,2,1828,12,18,Historical Observations,1828,12,19,-7.54,110.446
Guntur,,2,1828,5,14,Historical Observations,1828,7,8,-7.143,107.84
Guntur,,2,1827,5,13,Historical Observations,,,,-7.143,107.84
Tangkuban Parahu,,2,1826,10,11,Historical Observations,1826,10,11,-6.77,107.6
Dieng Volcanic Complex,Pakuwaja,2,1826,10,11,Historical Observations,1826,10,15,-7.2,109.879
Kelut,,4,1826,10,11,Historical Observations,1826,10,25,-7.93,112.308
Lamongan,,2,1826,0,0,Historical Observations,,,,-7.981,113.341
Tengger Caldera,Bromo,2,1825,11,5,Historical Observations,1825,11,8,-7.942,112.95
Slamet,,2,1825,10,0,Historical Observations,,,,-7.242,109.208
Guntur,,2,1825,6,14,Historical Observations,1825,6,15,-7.143,107.84
Dieng Volcanic Complex,Pakuwaja,2,1825,0,0,Historical Observations,,,,-7.2,109.879
Kelut,,2,1825,0,0,Historical Observations,,,,-7.93,112.308
Karangetang,,2,1825,0,0,Historical Observations,,,,2.781,125.407
Banda Api,,1,1825,0,0,Historical Observations,1831,0,0,-4.523,129.881
Banda Api,North side,2,1824,4,22,Historical Observations,1824,6,28,-4.523,129.881
Lamongan,,2,1824,1,1,Historical Observations,1824,1,31,-7.981,113.341
Tengger Caldera,Bromo,2,1822,12,28,Historical Observations,1823,1,5,-7.942,112.95
Merapi,,3,1822,12,27,Historical Observations,1823,4,6,-7.54,110.446
Galunggung,,5,1822,10,8,Historical Observations,1822,12,1,-7.25,108.058
Marapi,,2,1822,7,23,Historical Observations,1822,7,31,-0.38,100.474
Lamongan,,2,1821,12,15,Historical Observations,1822,1,5,-7.981,113.341
Gamalama,,1,1821,8,22,,,,,0.8,127.33
Sangeang Api,,2,1821,3,23,Historical Observations,,,,-8.2,119.07
Agung,,2,1821,3,16,,,,,-8.343,115.508
Batur,Batur I,2,1821,3,16,Historical Observations,,,,-8.242,115.375
Tangkoko-Duasudara,Batu Angus Baru,0,1821,0,0,Historical Observations,,,,1.518,125.185
Banda Api,"Summit, south and NNW flanks",2,1820,6,11,Historical Observations,1820,8,8,-4.523,129.881
Tengger Caldera,Bromo,2,1820,0,0,Historical Observations,,,,-7.942,112.95
Tambora,,2,1819,8,0,Historical Observations,,,,-8.25,118
Lewotolok,,2,1819,0,0,Historical Observations,,,,-8.274,123.508
Riendengan-Sempu,,,1819,0,0,,,,,1.13,124.758
Soputan,,2,1819,0,0,Historical Observations,,,,1.112,124.737
Semeru,,2,1818,11,8,Historical Observations,,,,-8.108,112.922
Guntur,,2,1818,10,21,Historical Observations,1818,10,24,-7.143,107.84
Lamongan,,2,1818,10,8,Historical Observations,,,,-7.981,113.341
Sundoro,,2,1818,0,0,Historical Observations,,,,-7.3,109.992
Dempo,,2,1817,12,31,Historical Observations,,,,-4.016,103.121
Raung,,4,1817,1,16,Historical Observations,1817,2,10,-8.119,114.056
Ijen,Kawah Ijen,2,1817,1,15,Historical Observations,1817,2,18,-8.058,114.242
Lamongan,,2,1817,0,0,Historical Observations,,,,-7.981,113.341
Banda Api,,2,1816,10,11,Historical Observations,1816,12,0,-4.523,129.881
Guntur,,2,1816,9,21,Historical Observations,,,,-7.143,107.84
Raung,,2,1815,12,31,Historical Observations,,,,-8.119,114.056
Guntur,,2,1815,8,15,Historical Observations,,,,-7.143,107.84
Tengger Caldera,Bromo,2,1815,4,5,Historical Observations,1815,4,17,-7.942,112.95
Gamalama,,,1815,0,0,,,,,0.8,127.33
Gamalama,,2,1814,11,27,Historical Observations,1814,11,28,0.8,127.33
Gamalama,,2,1812,9,7,Historical Observations,1812,9,7,0.8,127.33
Awu,,4,1812,8,6,Historical Observations,1812,8,8,3.689,125.447
Merapi,,1,1812,0,0,Historical Observations,1822,0,0,-7.54,110.446
Raung,,2,1812,0,0,Historical Observations,1814,0,0,-8.119,114.056
Tambora,,7,1812,0,0,Historical Observations,1815,7,15,-8.25,118
Kelut,,2,1811,6,5,Historical Observations,,,,-7.93,112.308
Gamalama,,2,1811,2,1,Historical Observations,1811,5,0,0.8,127.33
Merapi,,1,1810,0,0,Historical Observations,,,,-7.54,110.446
Guntur,,2,1809,5,9,Historical Observations,,,,-7.143,107.84
Lamongan,,2,1808,12,8,Historical Observations,,,,-7.981,113.341
Ruang,,2,1808,0,0,Historical Observations,,,,2.3,125.37
Agung,,2,1808,0,0,Historical Observations,,,,-8.343,115.508
Guntur,,2,1807,9,1,Historical Observations,1807,9,6,-7.143,107.84
Merapi,,1,1807,0,0,Historical Observations,,,,-7.54,110.446
Marapi,,2,1807,0,0,Historical Observations,,,,-0.38,100.474
Lamongan,,2,1806,5,0,Historical Observations,,,,-7.981,113.341
Sundoro,,2,1806,0,0,Historical Observations,,,,-7.3,109.992
Cereme,,2,1805,4,0,Historical Observations,,,,-6.895,108.408
Tengger Caldera,Bromo,2,1804,9,0,Historical Observations,,,,-7.942,112.95
Batur,Batur I,2,1804,0,0,Historical Observations,,,,-8.242,115.375
Raung,,2,1804,0,0,Historical Observations,,,,-8.119,114.056
Guntur,,2,1803,4,3,Historical Observations,1803,4,15,-7.143,107.84
Tangkoko-Duasudara,Summit and east flank (Batu Angus),2,1801,0,0,Historical Observations,,,,1.518,125.185
Guntur,,,1800,0,0,Historical Observations,,,,-7.143,107.84
Lamongan,,2,1799,0,0,Historical Observations,,,,-7.981,113.341
Merbabu,,2,1797,0,0,Historical Observations,,,,-7.454,110.44
Merapi,,1,1797,0,0,Historical Observations,,,,-7.54,110.446
Ijen,Kawah Ijen,2,1796,0,0,Historical Observations,,,,-8.058,114.242
Raung,,2,1793,0,0,Historical Observations,,,,-8.119,114.056
Merapi,,2,1791,0,0,Historical Observations,,,,-7.54,110.446
Mahawu,,2,1789,12,31,Historical Observations,,,,1.352,124.865
Mahawu,,,1788,0,0,Historical Observations,,,,1.352,124.865
Merapi,,1,1786,7,17,Historical Observations,,,,-7.54,110.446
Dieng Volcanic Complex,Butak Petarangan (Butak),2,1786,0,0,Historical Observations,,,,-7.2,109.879
Soputan,,2,1785,12,31,Historical Observations,,,,1.112,124.737
Kelut,,2,1785,0,0,Historical Observations,,,,-7.93,112.308
Gamalama,,,1781,0,0,,,,,0.8,127.33
Guntur,,2,1780,0,0,Historical Observations,,,,-7.143,107.84
Salak,Kawah Ratu,2,1780,0,0,Historical Observations,,,,-6.72,106.73
Banda Api,,2,1778,0,0,Historical Observations,,,,-4.523,129.881
Guntur,,2,1777,0,0,Historical Observations,,,,-7.143,107.84
Dieng Volcanic Complex,,,1776,0,0,,,,,-7.2,109.879
Kelut,,2,1776,0,0,Historical Observations,,,,-7.93,112.308
Gamalama,Summit and NW flank (100 m),3,1775,8,20,Historical Observations,1775,11,6,0.8,127.33
Cereme,,2,1775,1,4,Historical Observations,,,,-6.895,108.408
Tengger Caldera,Bromo,,1775,0,0,,,,,-7.942,112.95
Banda Api,,2,1775,0,0,Historical Observations,,,,-4.523,129.881
Lokon-Empung,Empung,3,1775,0,0,Historical Observations,,,,1.358,124.792
Moti,,,1774,0,0,,,,,0.454,127.411
Gamalama,,2,1773,10,21,Historical Observations,1774,1,22,0.8,127.33
Banda Api,,2,1773,2,6,Historical Observations,,,,-4.523,129.881
Gamalama,,2,1773,2,2,Historical Observations,1773,2,7,0.8,127.33
Papandayan,,3,1772,8,12,Historical Observations,1772,8,12,-7.32,107.73
Slamet,,2,1772,8,11,Historical Observations,1772,8,12,-7.242,109.208
Cereme,,2,1772,8,11,Historical Observations,1772,8,12,-6.895,108.408
Gamalama,,3,1771,8,28,Historical Observations,1772,10,9,0.8,127.33
Kelut,,2,1771,1,10,Historical Observations,,,,-7.93,112.308
Gamalama,,3,1770,7,6,Historical Observations,1770,12,9,0.8,127.33
Marapi,,2,1770,0,0,Historical Observations,,,,-0.38,100.474
Merapi,,2,1768,8,19,Historical Observations,,,,-7.54,110.446
Tengger Caldera,Bromo,,1767,0,0,,,,,-7.942,112.95
Dieng Volcanic Complex,,,1766,0,0,,,,,-7.2,109.879
Banda Api,,2,1765,4,19,Historical Observations,1766,10,0,-4.523,129.881
Gamalama,North flank,2,1763,0,0,Historical Observations,,,,0.8,127.33
Banda Api,,2,1762,0,0,Historical Observations,,,,-4.523,129.881
Gede-Pangrango,,2,1761,0,0,Historical Observations,,,,-6.77,106.965
Makian,,4,1760,9,22,Historical Observations,1761,4,30,0.32,127.4
Kelut,,,1756,0,0,,,,,-7.93,112.308
Merapi,,2,1755,0,0,Historical Observations,,,,-7.54,110.446
Kelut,,2,1752,5,1,Historical Observations,,,,-7.93,112.308
Lawu,,,1752,5,1,,,,,-7.625,111.192
Merapi,,2,1752,0,0,Historical Observations,,,,-7.54,110.446
Banda Api,,2,1749,0,0,Historical Observations,,,,-4.523,129.881
Gede-Pangrango,,3,1747,0,0,Historical Observations,1748,0,0,-6.77,106.965
Merapi,,2,1745,0,0,Historical Observations,,,,-7.54,110.446
Gamalama,,2,1739,0,0,Historical Observations,,,,0.8,127.33
Gamalama,,2,1737,3,10,Historical Observations,1737,3,13,0.8,127.33
Sumbing,,1,1730,0,0,Historical Observations,,,,-7.384,110.07
Raung,,3,1730,0,0,Historical Observations,,,,-8.119,114.056
Banda Api,,2,1722,0,0,Historical Observations,,,,-4.523,129.881
Dukono,East flank of Tolo,,1719,0,0,Historical Observations,,,,1.693,127.894
Kelut,,2,1716,7,20,Historical Observations,,,,-7.93,112.308
Sangeang Api,,2,1715,0,0,Historical Observations,,,,-8.2,119.07
Banda Api,,2,1712,5,0,Historical Observations,1712,12,0,-4.523,129.881
Karangetang,,2,1712,1,16,Historical Observations,,,,2.781,125.407
Awu,,3,1711,12,10,Historical Observations,1711,12,16,3.689,125.447
Salak,Salak 3,,1699,1,5,,,,,-6.72,106.73
Awu,,,1699,0,0,,,,,3.689,125.447
Gunungapi Wetar,,3,1699,0,0,Historical Observations,,,,-6.642,126.65
Cereme,,3,1698,2,3,Historical Observations,,,,-6.895,108.408
Serua,,3,1694,0,0,Historical Observations,,,,-6.312,130.017
Tangkoko-Duasudara,,3,1694,0,0,Historical Observations,,,,1.518,125.185
Serua,,4,1693,6,4,Historical Observations,1693,7,0,-6.312,130.017
Teon,,3,1693,0,0,Historical Observations,,,,-6.976,129.144
Serua,,,1692,6,4,,,,,-6.312,130.017
Banda Api,,3,1690,0,0,Historical Observations,1696,5,22,-4.523,129.881
Guntur,,3,1690,0,0,Historical Observations,,,,-7.143,107.84
Serua,,3,1687,6,15,Historical Observations,,,,-6.312,130.017
Gamalama,,3,1687,5,10,Historical Observations,1687,5,11,0.8,127.33
Gamalama,,2,1686,9,0,Historical Observations,1686,10,13,0.8,127.33
Krakatau,,3,1684,2,1,Historical Observations,,,,-6.102,105.423
Banda Api,,3,1683,0,0,Historical Observations,,,,-4.523,129.881
Serua,,3,1683,0,0,Historical Observations,,,,-6.312,130.017
Tangkoko-Duasudara,,3,1683,0,0,Historical Observations,,,,1.518,125.185
Krakatau,Perbuwatan,3,1680,5,0,Historical Observations,1681,11,19,-6.102,105.423
Tangkoko-Duasudara,,5,1680,0,0,Historical Observations,,,,1.518,125.185
Merapi,,3,1678,8,19,Historical Observations,,,,-7.54,110.446
Merapi,,3,1677,0,0,Historical Observations,,,,-7.54,110.446
Gamalama,,2,1676,12,31,Historical Observations,,,,0.8,127.33
Karangetang,,3,1675,0,0,Historical Observations,,,,2.781,125.407
Lewotobi,Lewotobi Lakilaki,3,1675,0,0,Historical Observations,,,,-8.542,122.775
Gamalama,,,1673,8,12,,,,,0.8,127.33
Gamkonora,,5,1673,5,20,Historical Observations,,,,1.38,127.53
Merapi,,3,1672,8,4,Historical Observations,,,,-7.54,110.446
Iya,,3,1671,0,0,Historical Observations,,,,-8.891,121.641
Merapi,,3,1663,12,31,Historical Observations,,,,-7.54,110.446
Teon,,3,1663,1,18,Historical Observations,,,,-6.976,129.144
Teon,,4,1660,2,0,Historical Observations,,,,-6.976,129.144
Lewotolok,,3,1660,0,0,Historical Observations,,,,-8.274,123.508
Makian,,,1660,0,0,,,,,0.32,127.4
Teon,,3,1659,11,11,Historical Observations,,,,-6.976,129.144
Gamalama,,2,1659,6,0,Historical Observations,,,,0.8,127.33
Merapi,,3,1658,0,0,Historical Observations,,,,-7.54,110.446
Gamalama,,3,1653,12,31,Historical Observations,,,,0.8,127.33
Paluweh,,3,1650,0,0,Historical Observations,,,,-8.32,121.708
Gamalama,,2,1648,6,15,Historical Observations,1648,6,18,0.8,127.33
Makian,,4,1646,7,19,Historical Observations,1646,7,21,0.32,127.4
Awu,,2,1646,0,0,Historical Observations,,,,3.689,125.447
Gamalama,,2,1643,6,15,,,,,0.8,127.33
Kelut,,4,1641,0,0,Historical Observations,,,,-7.93,112.308
Wilis,,,1641,0,0,,,,,-7.808,111.758
Awu,,3,1640,12,0,,1641,1,4,3.689,125.447
Raung,,4,1638,0,0,Historical Observations,,,,-8.119,114.056
Banda Api,,1,1635,11,18,Historical Observations,,,,-4.523,129.881
Gamalama,,2,1635,3,29,Historical Observations,,,,0.8,127.33
Banda Api,,3,1632,12,16,Historical Observations,,,,-4.523,129.881
Banda Api,,3,1615,3,16,Historical Observations,1615,4,0,-4.523,129.881
Banda Api,,,1614,0,0,,,,,-4.523,129.881
Banda Api,,3,1609,0,0,Historical Observations,,,,-4.523,129.881
Gamalama,,3,1608,7,18,Historical Observations,1608,7,19,0.8,127.33
Makian,,,1608,0,0,,1609,0,0,0.32,127.4
Gamalama,,2,1605,5,0,Historical Observations,,,,0.8,127.33
Banda Api,,3,1598,0,0,Historical Observations,1602,0,0,-4.523,129.881
Raung,,3,1597,1,17,Historical Observations,1597,2,2,-8.119,114.056
Iyang-Argapura,,,1597,0,0,,,,,-7.97,113.57
Raung,,5,1593,0,0,Historical Observations,,,,-8.119,114.056
Tengger Caldera,Bromo,2,1590,0,0,Radiocarbon (uncorrected),,,,-7.942,112.95
Merapi,,3,1587,0,0,Historical Observations,,,,-7.54,110.446
Banda Api,,3,1586,4,17,Historical Observations,,,,-4.523,129.881
Merapi,,,1586,0,0,,,,,-7.54,110.446
Merbabu,,,1586,0,0,,,,,-7.454,110.44
Kelut,,5,1586,0,0,Historical Observations,,,,-7.93,112.308
Raung,,3,1586,0,0,,,,,-8.119,114.056
Merapi,,3,1584,0,0,Historical Observations,,,,-7.54,110.446
Merbabu,,,1570,0,0,,,,,-7.454,110.44
Gamkonora,,3,1564,12,31,Historical Observations,,,,1.38,127.53
Gamalama,,2,1561,12,31,Historical Observations,,,,0.8,127.33
Merbabu,,,1560,0,0,Historical Observations,,,,-7.454,110.44
Merapi,,3,1560,0,0,Historical Observations,,,,-7.54,110.446
Iya,,,1559,0,0,,,,,-8.891,121.641
Merapi,,3,1554,0,0,Historical Observations,,,,-7.54,110.446
Dukono,,3,1550,11,20,Historical Observations,,,,1.693,127.894
Makian,,3,1550,0,0,Historical Observations,,,,0.32,127.4
Merapi,,3,1548,0,0,Historical Observations,,,,-7.54,110.446
Kelut,,3,1548,0,0,Historical Observations,,,,-7.93,112.308
Gamalama,,3,1538,0,0,Historical Observations,,,,0.8,127.33
Krakatau,,,1530,0,0,Historical Observations,,,,-6.102,105.423
Gunungapi Wetar,,3,1512,0,0,Historical Observations,,,,-6.642,126.65
Sangeang Api,,3,1512,0,0,Historical Observations,,,,-8.2,119.07
Gamalama,,3,1510,0,0,Historical Observations,,,,0.8,127.33
Seulawah Agam,NNE flank,2,1510,0,0,Historical Observations,,,,5.448,95.658
Kelut,,,1500,0,0,,,,,-7.93,112.308
Kelut,,3,1481,0,0,Historical Observations,,,,-7.93,112.308
Merapi,,,1480,0,0,Radiocarbon (corrected),,,,-7.54,110.446
Kelut,,3,1462,0,0,Historical Observations,,,,-7.93,112.308
Kelut,,3,1451,0,0,Historical Observations,,,,-7.93,112.308
Kelut,,3,1450,0,0,Historical Observations,,,,-7.93,112.308
Soputan,,3,1450,0,0,Historical Observations,,,,1.112,124.737
Merapi,,,1440,0,0,Radiocarbon (corrected),,,,-7.54,110.446
Kelut,,3,1411,0,0,Historical Observations,,,,-7.93,112.308
Kelut,,3,1395,0,0,Historical Observations,,,,-7.93,112.308
Kelut,,3,1385,0,0,Historical Observations,,,,-7.93,112.308
Merapi,,,1380,0,0,Radiocarbon (corrected),,,,-7.54,110.446
Kelut,,3,1376,0,0,Historical Observations,,,,-7.93,112.308
Lokon-Empung,Empung,3,1375,0,0,Historical Observations,,,,1.358,124.792
Dieng Volcanic Complex,Pakuwaja,3,1375,0,0,Historical Observations,,,,-7.2,109.879
Kelut,,3,1334,0,0,Historical Observations,,,,-7.93,112.308
Krakatau,,,1320,0,0,Historical Observations,,,,-6.102,105.423
Kelut,,3,1311,0,0,Historical Observations,,,,-7.93,112.308
Merapi,,,1300,0,0,Radiocarbon (corrected),,,,-7.54,110.446
Rinjani,Samalas,7,1257,7,1,Ice Core,,,,-8.42,116.47
Merapi,,,1230,0,0,Radiocarbon (corrected),,,,-7.54,110.446
Merapi,,,1190,0,0,Radiocarbon (corrected),,,,-7.54,110.446
Dieng Volcanic Complex,,,1180,0,0,Radiocarbon (uncorrected),,,,-7.2,109.879
Krakatau,,,1150,0,0,Historical Observations,,,,-6.102,105.423
Merapi,,,1140,0,0,Radiocarbon (corrected),,,,-7.54,110.446
Merapi,,,1090,0,0,Radiocarbon (corrected),,,,-7.54,110.446
Krakatau,,,1050,0,0,Historical Observations,,,,-6.102,105.423
Merapi,,,1010,0,0,Radiocarbon (corrected),,,,-7.54,110.446
Merapi,,,1006,0,0,,,,,-7.54,110.446
Kelut,,3,1000,0,0,Historical Observations,,,,-7.93,112.308
